file_name,question,options,answer,explanation,value
C1_alternatives.json,"I think I'll change jobs _______ (a year ago, one of these days, on Sundays)","['a year ago', 'on Sundays', 'every day', 'one of these days']",4,"""One of these days"" means at some unspecified time in the future. It fits the context of planning to change jobs soon.",0
C1_alternatives.json,"We're going to take a trip around the world _______ (on Sundays, the day before yesterday, someday)","['on Sundays', 'the day before yesterday', 'someday', 'later']",3,"""Someday"" refers to an unspecified time in the future. It fits the context of planning to take a trip around the world eventually.",0
C1_alternatives.json,"I have to borrow some money _______ (yesterday, in 1954, every month)","['yesterday', 'in 1954', 'every month', 'every day']",3,"""Every month"" indicates a recurring event. It fits the context of regularly needing to borrow money.",0
C1_alternatives.json,"An astronaut will go to the moon _______ (the day before yesterday, in the near future, all the time)","['the day before yesterday', 'in the near future', 'all the time', 'tomorrow']",2,"""In the near future"" refers to a time soon to come. It fits the context of a planned space mission to the moon.",0
C1_alternatives.json,"I went to the beauty parlor to get my hair set _______ (The day before yesterday, later, every day)","['every day', 'the day before yesterday', 'later', 'last week']",2,"""The day before yesterday"" refers to two days ago. It fits the context of a past event.",0
C1_alternatives.json,"I take a vacation _______ (every year, last year, next year)","['every year', 'last year', 'next year', 'someday']",1,"""Every year"" indicates a recurring event. It fits the context of regularly taking vacations annually.",0
C1_alternatives.json,Don’t get mad _______ me. I only wanted to help.,"['at', 'with', 'in', 'on']",1,"""At"" is used to indicate the target of the emotion. In this context, it means not to be angry with the speaker.",0
C1_alternatives.json,I must figure _______ the problem by myself.,"['in', 'out', 'on', 'over']",2,"""Out"" is used to indicate solving or understanding something. In this context, it means to solve the problem.",0
C1_alternatives.json,I suggest you tear _______ the letter and begin again.,"['in', 'down', 'up', 'out']",3,"""Up"" means to tear something into pieces. In this context, it means to destroy the letter.",0
C1_alternatives.json,Please don’t interfere _______ my affairs.,"['on', 'at', 'with', 'in']",4,"""In"" is used to indicate involvement or meddling. In this context, it means not to meddle in someone's affairs.",0
C1_alternatives.json,"If you don’t agree _______ me, I wish you would say so.","['with', 'to', 'at', 'on']",1,"""With"" is used to indicate agreement or alignment. In this context, it means to have the same opinion as the speaker.",0
C1_alternatives.json,"If you don’t listen _______ me, you'll regret it later.","['at', 'to', 'with', 'on']",2,"""To"" is used to indicate the direction of attention. In this context, it means to pay attention to the speaker's advice.",0
C1_alternatives.json,Take my advice and start the letter _______,"['in', 'from', 'over', 'at']",3,"""Over"" means to start again from the beginning. In this context, it means to rewrite the letter.",0
C1_alternatives.json,"If you care _______ my opinion, I don’t think you should go.","['for', 'about', 'with', 'on']",1,"""For"" is used to indicate interest or concern. In this context, it means to value the speaker's opinion.",0
C1_alternatives.json,I’m depending _______ you to help me.,"['in', 'on', 'with', 'at']",2,"""On"" is used to indicate reliance or trust. In this context, it means to rely on someone for help.",0
C1_alternatives.json,Please come in and sit _______,"['on', 'at', 'in', 'down']",4,"""Down"" is used to indicate the action of taking a seat. In this context, it means to sit on a chair or sofa.",0
C1_alternatives.json,What point are you trying to get _______ ?,"['in', 'at', 'through', 'across']",3,"""Across"" means to convey or communicate an idea clearly. In this context, it means to make a point understood.",0
C1_alternatives.json,I haven’t thanked you for your kindness _______,"['yet', 'still', 'already', 'now']",1,"""Yet"" is used in negative sentences to indicate that something has not happened up to the present time. It fits the context of not having thanked someone.",0
C1_alternatives.json,You've _______ thanked me many times.,"['never', 'already', 'yet', 'still']",2,"""Already"" is used to indicate that something has happened before now. It fits the context of having thanked someone multiple times.",0
C1_alternatives.json,But I _______ haven't thanked you enough.,"['yet', 'already', 'still', 'never']",3,"""Still"" is used to indicate that something continues to be the case. It fits the context of feeling that more thanks are due.",0
C1_alternatives.json,That’s all right. You don’t have to thank me _______,"['anymore', 'still', 'yet', 'again']",1,"""Anymore"" is used to indicate that something is no longer the case. It fits the context of no longer needing to thank someone.",0
C1_alternatives.json,Has he shown his appreciation _______ ?,"['already', 'still', 'now', 'yet']",4,"""Yet"" is used in questions to indicate that something is expected to happen. It fits the context of asking if appreciation has been shown.",0
C1_alternatives.json,"Yes, he’s _______ shown his gratitude.","['yet', 'still', 'already', 'never']",3,"""Already"" indicates that something has happened before now. It fits the context of having shown gratitude.",0
C1_alternatives.json,Does he _______ worry you with his problems?,"['never', 'now', 'already', 'still']",4,"""Still"" indicates that something continues to happen. It fits the context of ongoing worry caused by someone's problems.",0
C1_alternatives.json,"No, he doesn’t bother me _______","['yet', 'anymore', 'already', 'still']",2,"""Anymore"" indicates that something no longer happens. It fits the context of not being bothered by someone any longer.",0
